stationID,stationName,Line,y,x
220,??,2,37.504503,127.049008
221,??,2,37.500622,127.036456
4307,??,S,37.497175,127.027926
222,??,2,37.497175,127.027926
224,??,2,37.491897,127.007917
225,??,2,37.481426,126.997596
433,??,4,37.47653,126.981685
226,??,2,37.47653,126.981685
227,???,2,37.47693,126.963693
228,?????,2,37.481247,126.952739
229,??,2,37.482362,126.941892
230,??,2,37.484201,126.929715
231,???,2,37.487462,126.913149
232,???????,2,37.485266,126.901401
2746,??,7,37.49297,126.895801
233,??,2,37.49297,126.895801
234,???,2,37.508725,126.891295
1007,???,1,37.508725,126.891295
235,??,2,37.517933,126.89476
2524,?????,5,37.52497,126.895951
236,?????,2,37.52497,126.895951
4113,??,9,37.53438,126.902281
237,??,2,37.53438,126.902281
238,??,2,37.549463,126.913739
2623,??,6,37.549463,126.913739
1264,????,K,37.557192,126.925381
1293,????,A,37.557192,126.925381
239,????,2,37.557192,126.925381
240,??,2,37.555134,126.936893
241,??,2,37.556733,126.946013
242,??,2,37.557345,126.956141
2532,???,5,37.559973,126.963672
243,???,2,37.559973,126.963672
244,??,2,37.561904,127.050899
245,??,2,37.57004,127.046481
247,???,2,37.514287,126.882768
248,????,2,37.512398,126.865819
249,?????,2,37.520074,126.852912
250,??,2,37.574028,127.038091
309,??,3,37.648048,126.913951
310,???,3,37.636763,126.918821
2615,???,6,37.619001,126.921008
311,???,3,37.619001,126.921008
2613,??,6,37.610469,126.929887
312,??,3,37.610469,126.929887
313,??,3,37.600927,126.935756
315,???,3,37.582299,126.950291
316,???,3,37.574571,126.957748
317,???,3,37.575762,126.97353
318,??,3,37.576477,126.985443
322,????,3,37.559052,127.005602
323,??,3,37.55434,127.010655
2634,??,6,37.55434,127.010655
324,??,3,37.548034,127.015872
1011,??,K,37.540685,127.017965
325,??,3,37.540685,127.017965
326,???,3,37.527072,127.028461
327,??,3,37.516334,127.020114
328,??,3,37.512759,127.01122
4123,?????,9,37.50481,127.004943
2736,?????,7,37.50481,127.004943
329,?????,3,37.50481,127.004943
223,??,2,37.493415,127.01408
330,??,3,37.493415,127.01408
331,?????,3,37.485013,127.016189
4308,??,S,37.484147,127.034631
332,??,3,37.484147,127.034631
333,??,3,37.486947,127.046769
1025,??,B,37.490858,127.055381
334,??,3,37.490858,127.055381
335,??,3,37.494612,127.063642
336,???,3,37.496663,127.070594
337,??,3,37.493514,127.079532
338,??,3,37.483681,127.08439
409,???,4,37.670272,127.079066
410,??,4,37.660878,127.073572
2715,??,7,37.655128,127.061368
411,??,4,37.655128,127.061368
412,??,4,37.653166,127.047731
1022,??,1,37.653166,127.047731
413,??,4,37.648627,127.034709
414,??,4,37.638052,127.025732
415,??,4,37.62667,127.025983
416,?????,4,37.613292,127.030053
417,??,4,37.603407,127.025053
4711,??????,UI,37.592624,127.016403
418,??????,4,37.592624,127.016403
419,?????,4,37.588458,127.006221
420,??,4,37.582336,127.001844
424,??,4,37.560989,126.986325
425,??,4,37.558514,126.978246
427,????,4,37.54456,126.972106
2629,???,6,37.534777,126.97311
428,???,4,37.534777,126.97311
429,???,4,37.52917,126.967894
1008,??,K,37.522272,126.974345
430,??,4,37.522272,126.974345
4120,??,9,37.502971,126.979306
431,??,4,37.502971,126.979306
2738,?????(??),7,37.486263,126.981989
432,?????(??),4,37.486263,126.981989
434,???,4,37.463873,126.989134
1002,??,1,37.541021,126.9713
4117,???,9,37.514219,126.942454
1004,???,1,37.514219,126.942454
1005,??,1,37.513342,126.926382
1006,???,1,37.515504,126.907628
1009,???,K,37.519594,126.988537
1010,??,K,37.52943,127.009169
1012,??,K,37.549946,127.034538
1306,??,G,37.58946,127.057583
1015,??,1,37.58946,127.057583
1200,??,K,37.58946,127.057583
1016,???,1,37.596073,127.063549
1017,???,1,37.601854,127.067325
2645,??,6,37.614805,127.065851
1018,??,1,37.614805,127.065851
1019,???,1,37.623632,127.061835
1308,???,G,37.623632,127.061835
1020,??,1,37.633212,127.058831
1021,??,1,37.644799,127.051269
1027,???,B,37.489116,127.06614
1028,?????,B,37.491373,127.07272
2821,??,8,37.470047,127.126662
1031,??,B,37.470047,127.126662
1032,??,1,37.517122,126.917169
2526,??,5,37.517122,126.917169
1307,??,G,37.594917,127.076116
1201,??,K,37.594917,127.076116
1203,??,K,37.59955,127.091909
1310,??,G,37.59955,127.091909
1204,??,K,37.606596,127.107906
1205,??,K,37.603392,127.143869
1206,??,K,37.608806,127.161153
1207,??,K,37.60533,127.19364
1208,??,K,37.586781,127.208832
1209,??,K,37.579622,127.222672
1210,??,K,37.547371,127.243939
1211,???,K,37.554669,127.310115
1212,??,K,37.545981,127.329098
1213,??,K,37.525545,127.372921
1214,??,K,37.516169,127.399367
1215,??,K,37.51382,127.443173
